,D000,D001,D002,D003,D004,D005,D006,D007,D008,D009,D010,D011,D012,D013,D014,D015,D016,D017,D018,D019,D020,D021,D022,D023,D024,D025,D026,D027,D028,D029,D030,D031,D032,D033,D034,D035,D036,D037,D038,D039,D040,D041,D042,D043,D044,D045,D046,D047,D048,D049,D050,D051,D052,D053,D054,D055,D056,D057,D058,D059,D060,D061,D062,D063,D064,D065,D066,D067,D068,D069,D070,D071,D072,D073,D074,D075,D076,D077,D078,D079,D080,D081,D082,D083,D084,D085,D086,D087,D088,D089,D090,D091,D092,D093,D094,D095,D096,D097,D098,D099,D100,D101,D102,D103,D104,D105,D106,D107,D108,D109,D110,D111,D112,D113,D114,D115,D116,D117,D118,D119,D120,D121,D122,D123,D124,D125,D126,D127,D128,D129,D130,D131,D132,D133,D134,D135,D136,D137,D138,D139,D140,D141,D142,D143,D144,D145,D146,D147,D148,D149,D150,D151,D152,D153,D154,D155,D156,D157,D158,D159,D160,D161,D162,D163,D164,D165,D166,D167,D168,D169,D170,D171,D172,D173,D174,D175,D176,D177,D178,D179,D180,D181,D182,D183,D184,D185,D186,D187,D188,D189,D190,D191,D192,D193,D194,D195,D196,D197,D198,D199,D200,D201,D202,D203,D204,D205,D206,D207,D208,D209,D210,D211,D212,D213,D214,D215,D216,D217,D218,D219,D220,D221,D222,D223,D224,D225,D226,D227,D228,D229,D230,D231,D232,D233,D234,D235,D236,D237,D238,D239,D240,D241,D242,D243,D244,D245,D246,D247,D248,D249,D250,D251,D252,D253,D254,D255,D256,D257,D258,D259,D260,D261,D262,D263,D264,D265,D266,D267,D268,D269,D270,D271,D272,D273,D274,D275,D276,D277,D278,D279,D280,D281,D282,D283,D284,D285,D286,D287,D288,D289,D290,D291,D292,D293,D294,D295,D296,D297,D298,D299,D300,D301,D302,D303,D304,D305,D306,D307,D308,D309,D310,D311,D312,D313,D314,D315,D316,D317,D318,D319,D320,D321,D322,D323,D324,D325,D326,D327,D328,D329,D330,D331,D332,D333,D334,D335,D336,D337,D338,D339,D340,D341,D342,D343,D344,D345,D346,D347,D348,D349,D350,D351,D352,D353,D354,D355,D356,D357,D358,D359,D360,D361,D362,D363,D364,D365,D366,D367,D368,D369,D370,D371,D372,D373,D374,D375,D376,D377,D378,D379,D380,D381,D382,D383,D384,D385,D386,D387,D388,D389,D390,D391,D392,D393,D394,D395,D396,D397,D398,D399,D400,D401,D402,D403,D404,D405,D406,D407,D408,D409,D410,D411,D412,D413,D414,D415,D416,D417,D418,D419,D420,D421,D422,D423,D424,D425,D426,D427,D428,D429,D430,D431,D432,D433,D434,D435,D436,D437,D438,D439,D440,D441,D442,D443,D444,D445,D446,D447,D448,D449,D450,D451,D452,D453,D454,D455,D456,D457,D458,D459,D460,D461,D462,D463,D464,D465,D466,D467,D468,D469,D470,D471,D472,D473,D474,D475,D476,D477,D478,D479,D480,D481,D482,D483,D484,D485,D486,D487,D488,D489,D490,D491,D492,D493,D494,D495,D496,D497,D498,D499,D500,D501,D502,D503,D504,D505,D506,D507,D508,D509,D510,D511
D331,9,0,7,3,0,120,0,26,2,6,3,499,1,1,1,111,10,4,1,140,521,27,0,0,0,68,0,3,0,1,0,306,2,0,0,1,0,0,0,0,0,0,54,0,0,11,0,9,157,31,73,1,3,0,0,2,15,5,0,0,10,59,0,0,0,0,2,51,0,1,0,0,1,0,1,0,0,0,8,0,11,0,26,0,1,1,1,0,0,329,125,0,12,6,0,0,4,0,113,0,1,314,1,15,45,1413,458,0,0,0,3,0,10,206,50,98,1,0,0,71,4,0,5,0,264,0,1,2,38,0,4,177,51,0,0,5,12,0,97,7,16,323,119,163,54,0,2,11,50,14,0,54,0,0,53,13,0,148,0,15,0,489,0,866,81,2,0,169,173,11,1,401,0,6,210,32,0,17,496,166,735,769,119,2,1,1,599,0,12,0,6,68,2,0,1,1,0,1,1,2,0,1,8,10,0,0,0,72,9,7,3,1,123,281,0,0,134,17,1,1,0,108,0,8,14,0,0,0,0,0,0,0,0,47,0,10,143,4,0,0,4,1,0,0,0,1066,35,1,2,0,259,14,125,0,0,0,6,0,0,0,0,3,0,8,0,13,85,219,1,296,153,0,17,0,4,0,2,0,14,38,0,28,26,2,223,2,0,1,0,34,8,0,20,190,17,21,0,0,6,1,43,2,0,4,0,18,6,0,3,0,0,0,0,3,0,31,20,48,11,274,0,0,3,0,49,151,8,1,5,696,0,1857,2,38,9,461,1532,486,0,4,0,8,253,15,52,10,0,0,8,2,2,0,2,179,6,0,30,1,6,12,0,680,0,0,34,0,1,0,0,6,4,0,1049,2,2,127,0,1,4,8,0,0,10,15,0,6,67,2,5,0,8,8,144,6,4,33,2,6,9,24,16,0,0,2,104,0,5,16,0,0,1,0,39,33,0,0,0,5,587,550,37,1,0,0,11,2,2,0,0,119,34,2,0,14,10,3,239,380,119,5,0,0,340,0,0,0,0,16,0,243,545,53,0,0,142,50,18,35,206,0,0,39,0,0,36,10,3,1,0,0,0,963,4,0,328,0,354,373,0,181,0,0,0,0,0,0,31,0,0,1,3,291,1,0,1,76,144,0,8,96,0,0,23,331,0,16,0,0,3,0,0,2
D332,29,0,147,127,0,250,6,30,0,3,8,1369,0,9,1,747,20,3,3,30,183,85,0,0,0,514,0,9,10,11,1,1822,0,30,0,55,0,0,4,0,0,1,424,0,152,77,0,48,130,530,303,0,152,24,0,53,121,28,0,1,13,124,0,1,3,0,4,488,6,9,0,1,0,18,21,0,0,25,10,0,53,5,174,23,61,2,0,0,4,2812,1119,0,233,121,0,1,13,0,431,0,9,525,7,105,160,3635,757,1,1,1,2,0,84,514,261,193,5,7,0,737,4,0,60,2,493,0,4,15,91,0,151,1017,310,4,0,0,11,0,906,50,99,1264,69,622,348,0,15,21,173,13,40,6,11,2,125,58,7,516,0,30,10,161,0,2654,217,1,0,1120,1485,3,7,1524,4,28,14,375,7,81,426,724,385,393,76,141,34,26,1978,0,14,2,109,10,49,8,10,62,1,6,1,17,0,3,2,95,2,0,2,80,16,48,112,2,471,284,4,25,360,32,71,6,0,635,4,238,64,0,0,0,2,0,0,0,12,383,0,73,343,3,0,0,107,4,0,0,0,895,75,4,10,0,88,30,573,0,0,3,18,12,0,0,1,6,0,14,2,356,287,443,3,309,218,3,63,0,127,0,1,0,344,159,0,104,8,0,215,16,6,16,9,399,47,0,506,693,71,518,0,0,134,4,57,3,0,99,1,203,1,3,73,0,8,43,6,319,0,564,285,219,409,161,0,23,20,0,18,716,25,2,13,3479,0,2,6278,55,0,1258,3004,2844,2,36,0,181,402,100,339,12,3,0,27,7,2,1,10,22,335,1,507,1,23,57,0,1545,14,0,110,1,17,0,0,267,2,0,1368,35,12,397,0,0,45,88,26,2,10,51,0,38,3573,33,15,32,7,7,18,124,197,397,28,13,60,18,23,0,0,0,39,2,15,1,0,1,22,0,359,293,0,0,0,104,1683,645,4,10,1,0,39,38,181,13,0,1013,282,2,2,43,54,4,1184,1577,65,8,2,33,763,4,35,1,6,16,9,638,1638,1491,1,10,205,274,745,25,237,0,3,114,1,2,103,177,96,10,0,0,11,4291,2,0,1400,0,881,722,1,392,3,13,0,2,0,1,4,4,1,0,20,1142,1,0,7,310,816,0,211,807,18,0,212,3464,3,152,0,6,156,0,5,10
D333,18,0,177,18,0,144,0,17,4,53,14,1699,0,2,1,609,45,3,0,226,1545,140,0,0,0,402,0,16,2,3,0,1564,2,8,1,24,0,1,49,0,0,1,387,0,62,36,1,13,651,228,299,0,92,19,0,112,52,19,3,1,9,130,0,2,2,0,2,510,10,16,0,0,0,69,22,0,0,25,39,0,57,2,312,4,17,1,1,0,5,1301,359,0,61,57,0,0,8,0,639,0,9,763,5,122,182,5268,2554,0,1,11,3,0,227,1523,255,148,3,4,1,934,0,0,88,2,954,0,16,20,126,0,115,1428,179,4,0,7,9,0,972,28,114,1095,151,851,379,0,11,37,522,83,15,9,5,3,362,27,1,634,0,85,16,531,2,3052,737,7,0,679,1566,1,13,1471,9,20,133,221,2,101,808,749,1551,1587,221,55,28,1,3170,0,36,0,93,129,37,2,0,20,3,2,0,43,0,14,24,58,0,0,1,41,26,70,39,7,587,464,2,83,282,67,6,1,0,297,1,114,50,0,0,0,16,0,0,1,12,280,1,43,1571,7,0,0,16,0,0,0,0,1368,40,4,7,0,347,40,345,0,0,1,31,1,0,0,2,10,1,10,13,93,695,774,36,722,790,1,69,0,31,0,1,0,468,207,0,32,36,1,836,13,1,39,1,208,21,0,231,683,107,433,0,0,86,12,210,7,0,58,4,226,31,2,78,0,2,20,12,103,0,93,184,158,322,711,0,21,38,0,33,1150,8,4,43,2645,0,38,55,7219,8,2869,5073,2932,2,19,0,107,1290,41,130,11,2,0,16,5,7,0,1,252,101,2,440,0,9,75,1,1329,8,15,277,2,55,0,8,209,2,0,1633,41,4,407,0,2,20,21,6,1,49,17,0,22,1618,23,13,30,3,13,89,292,40,438,8,9,22,57,13,0,0,5,85,0,30,96,0,1,75,2,160,450,0,0,0,56,1948,1411,4,8,0,0,55,16,106,11,0,846,153,1,2,119,96,11,1325,3688,717,40,3,28,1050,2,15,0,14,20,10,785,2095,1123,0,0,194,315,352,57,617,0,3,77,0,0,30,168,75,7,0,0,3,3021,8,0,715,0,1181,2213,0,511,5,6,1,6,0,1,36,0,4,0,23,1536,3,0,8,250,897,0,301,200,14,0,91,2121,0,54,0,7,13,0,2,18
D334,0,0,13,1,0,21,0,14,0,1,1,181,0,0,0,41,4,1,2,7,157,20,0,0,0,58,0,0,0,0,0,97,0,0,0,0,0,0,7,0,0,0,27,0,1,5,0,3,105,10,29,0,4,4,0,2,1,6,0,0,2,4,0,0,0,0,0,51,0,0,0,0,0,0,2,0,0,2,1,0,4,1,1,0,0,0,0,0,0,125,4,0,8,4,0,0,0,0,16,0,0,64,0,0,7,595,493,0,0,2,1,0,11,111,26,38,0,1,0,123,0,0,0,1,41,0,0,2,14,0,0,45,4,0,0,0,5,0,86,1,1,116,48,18,31,0,2,11,11,5,1,1,0,0,63,2,0,51,0,8,0,89,0,189,92,0,0,118,268,0,1,67,0,0,8,53,0,4,87,26,81,222,9,0,5,0,435,0,11,0,0,10,0,0,0,1,1,3,0,2,0,0,1,1,0,0,0,0,5,7,10,0,70,22,0,2,33,0,0,0,0,11,0,2,1,0,0,0,0,0,0,0,0,54,0,1,243,5,0,0,0,0,0,0,0,292,1,0,0,0,70,11,41,0,0,0,4,0,0,0,0,1,0,2,0,0,174,36,2,130,116,0,1,0,1,0,0,0,44,15,0,5,1,0,22,0,0,0,2,43,1,0,32,187,16,53,0,0,4,1,3,1,0,1,0,0,15,0,6,0,1,0,1,4,0,4,33,9,2,11,0,0,9,0,2,24,7,0,9,335,0,9,0,8,708,398,646,266,0,0,0,13,59,3,2,4,0,0,6,0,0,0,0,2,0,0,25,0,0,9,0,144,0,3,33,0,3,0,0,8,0,0,105,6,0,53,0,0,0,1,0,0,3,1,0,3,111,0,0,1,1,0,3,1,4,29,3,0,2,1,0,0,0,1,14,0,0,3,0,0,0,0,6,45,0,0,0,29,357,56,7,0,1,0,1,1,7,6,0,119,1,0,0,6,18,1,115,285,120,1,1,0,118,0,0,0,1,11,0,11,214,53,0,0,23,14,10,0,57,0,0,4,0,0,11,10,2,0,0,0,0,450,2,0,35,0,172,127,0,115,1,0,0,0,0,0,5,0,0,0,0,113,0,0,1,14,75,0,1,25,0,0,9,230,0,9,0,1,1,0,0,1
D335,138,2,2802,580,0,3199,12,212,26,460,269,22557,13,21,4,10585,495,61,18,1988,13423,974,0,0,3,4623,0,205,12,257,1,19388,14,134,13,134,3,5,293,1,1,26,3830,0,858,901,10,147,9982,3037,2506,14,1659,606,2,546,313,371,3,3,311,1152,0,11,28,0,13,6770,206,144,0,2,2,272,279,23,0,224,324,1,791,56,1527,101,509,38,6,0,5,29084,2128,2,2087,1061,0,0,41,0,9954,0,6,13363,8,423,1416,83927,55135,1,38,101,160,0,1472,17037,6331,1941,12,97,5,17908,14,0,367,25,7032,14,130,155,2595,0,391,17073,2295,59,0,97,623,17,11818,337,1800,20331,2357,7910,5095,5,81,300,3837,884,388,119,25,33,7785,868,21,13947,19,1874,89,8576,9,28467,14491,240,0,14459,24364,18,149,12935,80,191,1208,3469,72,677,13617,6802,18880,27551,3860,708,211,86,44108,0,485,7,1583,906,606,20,33,308,33,103,21,386,0,179,323,2074,8,0,33,650,410,784,1007,22,10128,5370,18,1149,3329,1111,155,34,1,4957,11,2127,535,0,5,0,55,1,0,14,118,4251,19,59,19913,157,0,0,194,38,0,0,0,26607,150,59,35,1,4898,821,5182,0,2,34,665,29,0,0,19,77,10,365,26,1347,16172,6570,164,15256,16451,10,407,0,745,0,37,2,4492,2171,0,993,353,3,8809,42,37,452,77,6106,641,0,2826,14426,2844,7344,0,0,784,260,1506,11,0,510,62,2018,419,61,860,0,87,54,88,1153,15,2996,6469,4181,2398,5522,4,349,1470,2,475,7180,350,21,925,43510,1,461,1258,2869,398,105874,85168,47725,1,262,1,1382,18725,372,1538,395,26,0,443,79,44,0,61,4117,904,24,4185,56,60,752,24,22138,127,92,6635,4,467,0,56,3028,29,0,29712,844,64,13397,13,10,33,369,90,50,775,102,0,327,18586,779,45,176,112,261,843,1308,1996,7216,337,420,560,771,292,1,1,60,1318,1,110,1077,0,28,774,6,4731,7719,0,0,0,1146,32611,14166,406,211,6,0,260,17,1477,173,0,10594,1708,17,63,764,1287,37,19265,55018,11785,243,197,394,8900,15,52,5,128,470,137,14305,27603,11817,7,9,4109,3230,3644,437,10008,2,9,1249,5,24,1079,955,841,40,7,0,7,59556,144,0,7578,0,17382,24844,8,7110,29,19,2,41,0,5,754,12,24,3,144,21153,34,0,107,4560,14502,0,1212,4286,33,0,3262,33209,1,806,0,105,343,0,17,342
D336,704,6,5684,1187,1,8113,23,1226,62,853,762,49212,23,70,34,24886,1216,168,40,5268,32941,3041,0,0,5,19375,0,266,104,329,29,77075,49,284,91,162,11,16,1455,1,6,73,8165,0,1414,2228,35,447,17612,5308,11365,25,2859,1013,5,1259,2210,890,19,5,1008,5355,1,48,40,0,44,16294,321,432,0,2,6,1495,772,71,1,471,1522,5,1949,130,4709,313,988,156,10,0,59,80886,7980,7,4180,3139,1,3,347,0,19909,0,66,33854,89,1313,3052,184074,96281,10,49,386,432,2,3301,43575,17830,5873,31,368,7,41924,88,0,831,49,21235,43,372,400,6908,0,764,36119,5693,105,0,417,1251,37,30268,2326,3989,41894,6363,12200,11092,10,219,1042,10683,2331,668,493,121,72,13268,1733,74,34310,21,4808,315,27895,9,75378,28512,779,0,26915,52894,89,421,45670,139,498,4103,9284,86,3085,32268,16371,47498,61855,9050,1613,456,143,103735,0,1779,27,3036,3095,625,77,80,516,90,406,61,1313,0,403,711,3517,26,0,40,2419,1168,2118,2484,106,22993,18664,36,2710,14070,2167,357,150,1,14054,19,2683,2821,0,11,0,238,2,0,58,181,10517,48,850,44576,411,0,0,358,65,2,0,3,71287,1501,247,220,3,12344,2697,18891,0,10,70,1518,124,0,3,27,287,14,587,169,2832,31165,25410,669,50385,30315,24,1316,0,1743,0,92,4,9757,7174,6,2035,1522,17,25270,381,138,557,319,12779,1042,0,8458,28075,7703,13020,0,1,2519,519,4279,146,0,1335,116,3871,1015,112,2460,0,255,282,267,2222,43,7398,11573,10723,3696,19145,8,531,1989,2,758,17905,1061,84,1966,114678,5,1532,3004,5073,646,85168,252965,89222,12,902,9,2646,46487,2534,3940,1117,29,0,825,232,264,0,61,11481,1621,173,12865,146,274,2909,75,65518,276,147,15138,5,889,0,179,5028,123,0,80908,1670,102,24345,22,37,274,1037,265,77,2470,433,0,1030,43902,1044,420,378,279,785,2773,3501,3826,15511,772,802,1192,2254,788,3,3,241,4224,0,505,1725,0,54,1568,96,8443,20297,0,4,0,2545,72758,47809,853,533,17,0,650,185,2963,373,0,28909,6480,55,48,3315,2410,143,53110,129724,19909,810,302,1106,43130,29,155,27,423,1366,267,36144,68128,25829,15,31,7705,10961,6019,1470,26640,6,77,3231,19,54,3232,2783,1658,83,15,1,62,140541,250,1,27757,0,42960,51588,34,20587,117,75,3,110,0,16,1389,43,61,61,495,51525,75,2,395,10801,28289,0,2093,11410,90,0,5812,76315,6,2251,2,258,985,0,62,891
D337,185,2,2491,582,0,4966,13,230,47,538,497,25702,18,32,9,11456,860,87,23,2709,20448,1458,0,0,0,3014,0,163,114,146,9,33189,31,222,26,132,4,5,800,0,6,19,3154,0,934,634,26,411,11607,5157,6295,23,1376,366,5,768,725,479,22,7,396,1198,1,22,23,0,14,7488,184,97,0,1,1,767,428,14,1,376,529,1,1008,86,1846,162,574,55,9,0,20,32213,4116,4,2162,1443,1,0,104,1,14036,0,80,18984,51,2066,2659,97672,46661,3,35,70,252,1,1331,18622,9631,1433,21,102,5,18416,29,0,528,30,13328,13,140,173,2096,0,530,24930,3291,95,0,261,529,8,12586,539,1759,18130,1948,10231,3290,7,103,448,4705,1400,504,131,54,49,4495,1378,31,17336,23,1946,219,13345,5,42290,12281,163,0,11338,26297,37,261,17919,75,722,2484,2070,62,1174,14645,15461,27280,29732,4164,792,126,119,43388,0,580,16,1683,1999,772,36,32,304,45,141,31,697,0,224,196,1281,17,0,22,964,369,1642,984,46,14067,7099,43,2109,5997,1572,208,26,1,7276,9,2521,886,0,7,0,155,0,0,16,113,6031,37,829,24972,82,0,0,317,40,1,0,3,31215,867,49,83,2,7407,721,6981,0,8,28,950,64,0,1,21,125,9,350,64,1179,9922,10863,460,19259,17735,6,766,0,703,0,32,3,4702,2494,1,1402,706,8,9826,238,34,366,254,7794,770,0,3515,14360,3217,6703,0,0,883,385,2462,23,0,1435,80,2532,365,72,691,0,134,109,126,1347,4,4668,6761,5281,2527,10496,5,237,1248,1,604,7706,496,35,465,58904,2,486,2844,2932,266,47725,89222,124805,2,363,12,1550,21397,531,3729,363,40,0,434,101,55,1,87,4206,1031,108,5181,69,217,571,33,23325,166,78,8076,3,540,0,76,2164,30,0,39948,1080,115,13266,12,9,99,696,163,54,1023,440,0,359,25763,1035,107,65,119,459,1482,2230,2278,8037,397,463,824,1097,261,1,0,156,1598,6,333,1186,0,28,810,48,4712,7624,0,4,0,1164,42941,19406,693,514,13,0,410,67,2164,210,0,7965,2262,15,88,2083,997,103,24417,63076,9581,179,264,577,13057,37,104,5,123,681,232,17427,19562,10731,11,45,3515,4275,3472,589,9090,3,18,2833,15,26,782,1268,962,43,4,0,38,73049,193,1,9512,0,24826,27675,14,10889,37,32,1,18,0,21,759,23,21,36,378,27930,33,0,100,9055,15017,0,1824,3632,92,0,2935,33695,4,553,0,78,558,0,30,206
D338,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,3,1,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,5,0,1,0,0,0,0,0,0,0,0,1,0,0,1,7,3,0,0,0,0,0,3,3,0,4,0,0,0,2,0,0,1,0,2,0,0,0,0,0,1,2,2,0,0,0,0,0,4,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,9,0,0,0,2,1,0,1,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,6,0,0,2,2,0,1,12,2,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,2,0,0,1,0,0,0,10,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,4,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,2,1,0,0,0,2,0,0,0,0,2,0,0,3,2,0,0,0,0,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,7,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,13,0,1,0,0,0,0,0,0
D339,2,0,37,5,0,17,0,0,0,5,2,175,0,0,0,178,7,0,0,22,112,17,0,0,0,69,0,2,1,0,0,365,0,4,0,1,0,0,8,0,0,0,66,0,14,25,0,3,39,80,48,0,11,0,0,15,22,0,0,0,6,108,0,2,0,0,0,138,8,1,0,0,0,5,1,0,0,2,0,0,4,3,40,1,22,1,0,0,1,572,157,0,12,38,0,0,1,0,86,0,2,89,1,6,66,1171,71,0,1,0,0,0,9,187,89,6,2,1,0,444,0,0,7,0,129,0,3,1,19,0,32,224,127,0,0,0,4,0,396,3,37,328,60,122,89,0,0,0,101,12,4,0,1,1,38,15,2,136,0,3,1,128,1,610,76,1,0,243,248,1,5,250,0,2,8,47,1,80,171,191,97,212,39,47,5,2,521,0,6,0,13,3,13,1,0,18,1,0,1,0,0,0,4,8,0,0,0,10,8,13,20,0,89,101,0,2,43,3,6,1,0,85,0,34,13,0,0,0,2,0,0,0,2,55,1,12,88,0,0,0,3,0,0,0,0,220,45,4,0,0,15,29,141,0,0,0,2,1,0,0,0,3,1,1,0,71,45,83,0,156,37,1,61,0,17,0,0,0,44,33,0,17,1,0,264,0,0,1,0,98,3,0,59,170,27,55,0,0,49,6,12,3,0,26,2,54,1,18,12,0,0,0,1,11,0,74,9,12,37,219,0,5,2,0,9,130,3,1,4,717,0,4,36,19,0,262,902,363,0,1549,0,40,242,3,63,1,0,0,2,1,1,0,0,36,61,0,84,0,7,12,0,189,0,0,19,0,4,0,5,82,0,0,579,5,1,220,0,0,7,9,4,0,1,3,0,2,518,15,0,0,0,2,22,44,25,38,1,5,3,11,0,0,0,0,16,1,1,1,0,0,1,4,158,206,0,0,0,25,580,379,1,2,0,0,9,8,30,0,0,322,112,0,0,36,28,0,370,519,8,12,0,14,367,0,0,0,0,10,6,177,569,393,0,1,13,73,76,14,148,0,1,15,0,1,55,15,15,0,0,0,0,780,0,0,569,0,148,420,0,105,0,0,0,0,0,0,0,0,0,0,0,539,1,0,0,37,135,0,31,53,1,0,21,803,0,17,0,0,7,0,1,10
D340,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,3,0,0,0,0,6,0,0,6,0,2,0,4,1,0,0,0,0,0,0,3,0,1,0,0,0,8,0,0,0,0,17,0,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0,4,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,10,1,0,0,1,0,0,0,4,0,2,1,1,0,0,7,8,5,6,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,7,0,0,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,5,1,0,0,0,0,0,0,0,2,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,0,2,0,0,0,1,0,0,0,11,0,0,0,0,0,1,9,12,0,0,23,0,2,0,6,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,1,0,5,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,4,17,1,0,0,0,3,0,0,0,0,0,0,1,11,0,0,0,5,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,19,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,2,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0
D341,23,0,148,51,0,102,0,22,12,7,10,1612,0,8,0,636,5,33,1,50,426,133,0,0,0,691,0,9,3,7,0,1092,0,32,1,27,0,0,44,0,0,2,314,0,28,48,1,47,304,359,506,0,41,72,0,35,247,27,0,0,5,246,0,3,1,0,9,792,22,14,0,0,0,18,21,3,0,14,36,0,26,4,222,15,55,1,0,0,3,1758,537,0,90,297,0,0,12,0,458,0,9,879,4,177,190,3272,1014,0,0,19,6,0,111,525,155,106,6,2,2,2171,3,0,69,1,1331,2,18,5,152,0,103,806,195,7,0,1,5,0,1582,30,140,1013,232,505,247,0,8,24,545,33,15,12,3,18,278,29,1,148,1,66,3,354,6,2980,914,1,0,512,974,0,2,1582,22,75,10,431,13,104,770,941,341,572,58,128,15,10,2575,0,53,1,73,64,87,2,7,81,2,1,2,32,0,2,2,80,0,0,1,56,16,21,134,0,289,245,4,66,381,10,41,5,0,406,2,302,61,0,0,0,6,0,0,8,11,679,1,58,612,1,0,0,33,0,0,0,0,544,28,8,6,0,126,20,164,0,0,2,31,1,0,0,2,17,0,49,7,240,674,748,41,705,292,9,32,0,43,0,0,0,797,491,0,28,4,0,280,12,1,14,5,543,12,0,358,377,85,144,0,0,192,6,101,8,0,70,6,109,16,18,65,0,23,7,6,68,0,186,234,161,669,383,0,35,23,0,52,982,38,0,11,2777,0,8,181,107,13,1382,2646,1550,0,40,0,5982,535,86,314,29,0,0,9,2,8,0,2,34,144,2,459,5,10,93,0,538,18,0,145,0,30,0,4,321,1,0,1004,65,7,625,0,0,22,28,10,1,12,10,0,50,2149,28,35,24,24,6,93,170,84,341,5,9,22,40,29,0,0,5,51,1,34,9,0,1,19,3,139,653,0,0,0,93,2829,384,13,2,0,0,13,25,112,11,0,1444,196,2,5,136,190,1,965,1703,129,31,1,24,1313,4,16,1,6,62,19,370,3542,955,0,0,134,682,568,75,323,0,4,59,0,0,92,105,236,4,0,1,4,3053,2,1,597,0,453,1171,1,1097,6,12,0,0,0,1,10,1,4,0,11,1376,3,0,9,112,697,0,144,262,12,0,103,2479,0,80,1,10,23,0,8,53
